q,h,dh,l,dl,f,df,my,s,m
5697,13718.621422, 5.241663, 0.000000,-0.000000,13718.621422, 5.241663,4694.522020,13718.621422,13718.621422
5698,13723.863585, 5.242663, 0.000000,-0.000000,13723.863585, 5.242663,4695.521591,13723.863585,13723.863585
5699,13729.106749, 5.243664, 0.000000,-0.000000,13729.106749, 5.243664,4696.521162,13729.106749,13729.106749
5700,13734.350913, 5.244664, 0.000000,-0.000000,13734.350913, 5.244664,4697.520733,13734.350913,13734.350913
5701,13739.596078, 5.245665, 0.000000,-0.000000,13739.596078, 5.245665,4698.520304,13739.596078,13739.596078
5702,13744.842243, 5.246665, 0.000000,-0.000000,13744.842243, 5.246665,4699.519875,13744.842243,13744.842243
5703,13750.089408, 5.247666, 0.000000,-0.000000,13750.089408, 5.247666,4700.519446,13750.089408,13750.089408
5704,13755.337574, 5.248666, 0.000000,-0.000000,13755.337574, 5.248666,4701.519016,13755.337574,13755.337574
5705,13760.586740, 5.249667, 0.000000,-0.000000,13760.586740, 5.249667,4702.518587,13760.586740,13760.586740
5706,13765.836907, 5.250667, 0.000000,-0.000000,13765.836907, 5.250667,4703.518158,13765.836907,13765.836907
5707,13771.088074, 5.251667, 0.000000,-0.000000,13771.088074, 5.251667,4704.517729,13771.088074,13771.088074
5708,13776.340242, 5.252668, 0.000000,-0.000000,13776.340242, 5.252668,4705.517300,13776.340242,13776.340242
5709,13781.593410, 5.253668, 0.000000,-0.000000,13781.593410, 5.253668,4706.516871,13781.593410,13781.593410
5710,13786.847578, 5.254669, 0.000000,-0.000000,13786.847578, 5.254669,4707.516442,13786.847578,13786.847578
5711,13792.102747, 5.255669, 0.000000,-0.000000,13792.102747, 5.255669,4708.516013,13792.102747,13792.102747
5712,13797.358916, 5.256669, 0.000000,-0.000000,13797.358916, 5.256669,4709.515584,13797.358916,13797.358916
5713,13802.616086, 5.257670, 0.000000,-0.000000,13802.616086, 5.257670,4710.515155,13802.616086,13802.616086
5714,13807.874256, 5.258670, 0.000000,-0.000000,13807.874256, 5.258670,4711.514726,13807.874256,13807.874256
5715,13813.133426, 5.259671, 0.000000,-0.000000,13813.133426, 5.259671,4712.514297,13813.133426,13813.133426
5716,13818.393597, 5.260671, 0.000000,-0.000000,13818.393597, 5.260671,4713.513868,13818.393597,13818.393597
5717,13823.654768, 5.261671, 0.000000,-0.000000,13823.654768, 5.261671,4714.513439,13823.654768,13823.654768
5718,13828.916940, 5.262672, 0.000000,-0.000000,13828.916940, 5.262672,4715.513010,13828.916940,13828.916940
5719,13834.180112, 5.263672, 0.000000,-0.000000,13834.180112, 5.263672,4716.512581,13834.180112,13834.180112
5720,13839.444284, 5.264672, 0.000000,-0.000000,13839.444284, 5.264672,4717.512152,13839.444284,13839.444284
5721,13844.709457, 5.265673, 0.000000,-0.000000,13844.709457, 5.265673,4718.511722,13844.709457,13844.709457
5722,13849.975630, 5.266673, 0.000000,-0.000000,13849.975630, 5.266673,4719.511293,13849.975630,13849.975630
5723,13855.242803, 5.267674, 0.000000,-0.000000,13855.242803, 5.267674,4720.510864,13855.242803,13855.242803
5724,13860.510977, 5.268674, 0.000000,-0.000000,13860.510977, 5.268674,4721.510435,13860.510977,13860.510977
5725,13865.780151, 5.269674, 0.000000,-0.000000,13865.780151, 5.269674,4722.510006,13865.780151,13865.780151
5726,13871.050325, 5.270675, 0.000000,-0.000000,13871.050325, 5.270675,4723.509577,13871.050325,13871.050325
5727,13876.321500, 5.271675, 0.000000,-0.000000,13876.321500, 5.271675,4724.509148,13876.321500,13876.321500
5728,13881.593675, 5.272675, 0.000000,-0.000000,13881.593675, 5.272675,4725.508719,13881.593675,13881.593675
5729,13886.866850, 5.273676, 0.000000,-0.000000,13886.866850, 5.273676,4726.508290,13886.866850,13886.866850
5730,13892.141026, 5.274676, 0.000000,-0.000000,13892.141026, 5.274676,4727.507861,13892.141026,13892.141026
5731,13897.416202, 5.275676, 0.000000,-0.000000,13897.416202, 5.275676,4728.507432,13897.416202,13897.416202
5732,13902.692378, 5.276676, 0.000000,-0.000000,13902.692378, 5.276676,4729.507003,13902.692378,13902.692378
5733,13907.969555, 5.277677, 0.000000,-0.000000,13907.969555, 5.277677,4730.506574,13907.969555,13907.969555
5734,13913.247732, 5.278677, 0.000000,-0.000000,13913.247732, 5.278677,4731.506145,13913.247732,13913.247732
5735,13918.526909, 5.279677, 0.000000,-0.000000,13918.526909, 5.279677,4732.505716,13918.526909,13918.526909
5736,13923.807087, 5.280678, 0.000000,-0.000000,13923.807087, 5.280678,4733.505287,13923.807087,13923.807087
5737,13929.088265, 5.281678, 0.000000,-0.000000,13929.088265, 5.281678,4734.504858,13929.088265,13929.088265
5738,13934.370443, 5.282678, 0.000000,-0.000000,13934.370443, 5.282678,4735.504428,13934.370443,13934.370443
5739,13939.653621, 5.283679, 0.000000,-0.000000,13939.653621, 5.283679,4736.503999,13939.653621,13939.653621
5740,13944.937800, 5.284679, 0.000000,-0.000000,13944.937800, 5.284679,4737.503570,13944.937800,13944.937800
5741,13950.222979, 5.285679, 0.000000,-0.000000,13950.222979, 5.285679,4738.503141,13950.222979,13950.222979
5742,13955.509158, 5.286679, 0.000000,-0.000000,13955.509158, 5.286679,4739.502712,13955.509158,13955.509158
5743,13960.796337, 5.287680, 0.000000,-0.000000,13960.796337, 5.287680,4740.502283,13960.796337,13960.796337
5744,13966.084517, 5.288680, 0.000000,-0.000000,13966.084517, 5.288680,4741.501854,13966.084517,13966.084517
5745,13971.373697, 5.289680, 0.000000,-0.000000,13971.373697, 5.289680,4742.501425,13971.373697,13971.373697
5746,13976.663877, 5.290680, 0.000000,-0.000000,13976.663877, 5.290680,4743.500996,13976.663877,13976.663877
5747,13981.955058, 5.291681, 0.000000,-0.000000,13981.955058, 5.291681,4744.500567,13981.955058,13981.955058
5748,13987.247239, 5.292681, 0.000000,-0.000000,13987.247239, 5.292681,4745.500138,13987.247239,13987.247239
5749,13992.540420, 5.293681, 0.000000,-0.000000,13992.540420, 5.293681,4746.499709,13992.540420,13992.540420
5750,13997.834601, 5.294681, 0.000000,-0.000000,13997.834601, 5.294681,4747.499280,13997.834601,13997.834601
5751,14003.129782, 5.295682, 0.000000,-0.000000,14003.129782, 5.295682,4748.498851,14003.129782,14003.129782
5752,14008.425964, 5.296682, 0.000000,-0.000000,14008.425964, 5.296682,4749.498422,14008.425964,14008.425964
5753,14013.723146, 5.297682, 0.000000,-0.000000,14013.723146, 5.297682,4750.497993,14013.723146,14013.723146
5754,14019.021328, 5.298682, 0.000000,-0.000000,14019.021328, 5.298682,4751.497563,14019.021328,14019.021328
5755,14024.320510, 5.299682, 0.000000,-0.000000,14024.320510, 5.299682,4752.497134,14024.320510,14024.320510
5756,14029.620693, 5.300683, 0.000000,-0.000000,14029.620693, 5.300683,4753.496705,14029.620693,14029.620693
5757,14034.921876, 5.301683, 0.000000,-0.000000,14034.921876, 5.301683,4754.496276,14034.921876,14034.921876
5758,14040.224059, 5.302683, 0.000000,-0.000000,14040.224059, 5.302683,4755.495847,14040.224059,14040.224059
5759,14045.527242, 5.303683, 0.000000,-0.000000,14045.527242, 5.303683,4756.495418,14045.527242,14045.527242
5760,14050.831425, 5.304683, 0.000000,-0.000000,14050.831425, 5.304683,4757.494989,14050.831425,14050.831425
5761,14056.136609, 5.305684, 0.000000,-0.000000,14056.136609, 5.305684,4758.494560,14056.136609,14056.136609
5762,14061.442792, 5.306684, 0.000000,-0.000000,14061.442792, 5.306684,4759.494131,14061.442792,14061.442792
5763,14066.749976, 5.307684, 0.000000,-0.000000,14066.749976, 5.307684,4760.493702,14066.749976,14066.749976
5764,14072.058160, 5.308684, 0.000000,-0.000000,14072.058160, 5.308684,4761.493273,14072.058160,14072.058160
5765,14077.367344, 5.309684, 0.000000,-0.000000,14077.367344, 5.309684,4762.492844,14077.367344,14077.367344
5766,14082.677529, 5.310684, 0.000000,-0.000000,14082.677529, 5.310684,4763.492415,14082.677529,14082.677529
5767,14087.988713, 5.311685, 0.000000,-0.000000,14087.988713, 5.311685,4764.491986,14087.988713,14087.988713
5768,14093.300898, 5.312685, 0.000000,-0.000000,14093.300898, 5.312685,4765.491557,14093.300898,14093.300898
5769,14098.614083, 5.313685, 0.000000,-0.000000,14098.614083, 5.313685,4766.491128,14098.614083,14098.614083
5770,14103.928268, 5.314685, 0.000000,-0.000000,14103.928268, 5.314685,4767.490699,14103.928268,14103.928268
5771,14109.243453, 5.315685, 0.000000,-0.000000,14109.243453, 5.315685,4768.490269,14109.243453,14109.243453
5772,14114.559638, 5.316685, 0.000000,-0.000000,14114.559638, 5.316685,4769.489840,14114.559638,14114.559638
5773,14119.876824, 5.317686, 0.000000,-0.000000,14119.876824, 5.317686,4770.489411,14119.876824,14119.876824
5774,14125.195009, 5.318686, 0.000000,-0.000000,14125.195009, 5.318686,4771.488982,14125.195009,14125.195009
5775,14130.514195, 5.319686, 0.000000,-0.000000,14130.514195, 5.319686,4772.488553,14130.514195,14130.514195
5776,14135.834381, 5.320686, 0.000000,-0.000000,14135.834381, 5.320686,4773.488124,14135.834381,14135.834381
5777,14141.155567, 5.321686, 0.000000,-0.000000,14141.155567, 5.321686,4774.487695,14141.155567,14141.155567
5778,14146.477753, 5.322686, 0.000000,-0.000000,14146.477753, 5.322686,4775.487266,14146.477753,14146.477753
5779,14151.800939, 5.323686, 0.000000,-0.000000,14151.800939, 5.323686,4776.486837,14151.800939,14151.800939
5780,14157.125125, 5.324686, 0.000000,-0.000000,14157.125125, 5.324686,4777.486408,14157.125125,14157.125125
5781,14162.450312, 5.325686, 0.000000,-0.000000,14162.450312, 5.325686,4778.485979,14162.450312,14162.450312
5782,14167.776498, 5.326687, 0.000000,-0.000000,14167.776498, 5.326687,4779.485550,14167.776498,14167.776498
5783,14173.103685, 5.327687, 0.000000,-0.000000,14173.103685, 5.327687,4780.485121,14173.103685,14173.103685
5784,14178.431872, 5.328687, 0.000000,-0.000000,14178.431872, 5.328687,4781.484692,14178.431872,14178.431872
5785,14183.761058, 5.329687, 0.000000,-0.000000,14183.761058, 5.329687,4782.484263,14183.761058,14183.761058
5786,14189.091245, 5.330687, 0.000000,-0.000000,14189.091245, 5.330687,4783.483834,14189.091245,14189.091245
5787,14194.422432, 5.331687, 0.000000,-0.000000,14194.422432, 5.331687,4784.483404,14194.422432,14194.422432
5788,14199.754619, 5.332687, 0.000000,-0.000000,14199.754619, 5.332687,4785.482975,14199.754619,14199.754619
5789,14205.087806, 5.333687, 0.000000,-0.000000,14205.087806, 5.333687,4786.482546,14205.087806,14205.087806
5790,14210.421993, 5.334687, 0.000000,-0.000000,14210.421993, 5.334687,4787.482117,14210.421993,14210.421993
5791,14215.757180, 5.335687, 0.000000,-0.000000,14215.757180, 5.335687,4788.481688,14215.757180,14215.757180
5792,14221.093368, 5.336687, 0.000000,-0.000000,14221.093368, 5.336687,4789.481259,14221.093368,14221.093368
5793,14226.430555, 5.337687, 0.000000,-0.000000,14226.430555, 5.337687,4790.480830,14226.430555,14226.430555
5794,14231.768742, 5.338687, 0.000000,-0.000000,14231.768742, 5.338687,4791.480401,14231.768742,14231.768742
5795,14237.107930, 5.339687, 0.000000,-0.000000,14237.107930, 5.339687,4792.479972,14237.107930,14237.107930
5796,14242.448117, 5.340687, 0.000000,-0.000000,14242.448117, 5.340687,4793.479543,14242.448117,14242.448117
5797,14247.789305, 5.341687, 0.000000,-0.000000,14247.789305, 5.341687,4794.479114,14247.789305,14247.789305
5798,14253.131492, 5.342688, 0.000000,-0.000000,14253.131492, 5.342688,4795.478685,14253.131492,14253.131492
5799,14258.474680, 5.343688, 0.000000,-0.000000,14258.474680, 5.343688,4796.478256,14258.474680,14258.474680
5800,14263.818867, 5.344688, 0.000000,-0.000000,14263.818867, 5.344688,4797.477827,14263.818867,14263.818867
5801,14269.164055, 5.345688, 0.000000,-0.000000,14269.164055, 5.345688,4798.477398,14269.164055,14269.164055
5802,14274.510242, 5.346688, 0.000000,-0.000000,14274.510242, 5.346688,4799.476969,14274.510242,14274.510242
5803,14279.857430, 5.347688, 0.000000,-0.000000,14279.857430, 5.347688,4800.476540,14279.857430,14279.857430
5804,14285.205618, 5.348688, 0.000000,-0.000000,14285.205618, 5.348688,4801.476110,14285.205618,14285.205618
5805,14290.554805, 5.349688, 0.000000,-0.000000,14290.554805, 5.349688,4802.475681,14290.554805,14290.554805
5806,14295.904993, 5.350688, 0.000000,-0.000000,14295.904993, 5.350688,4803.475252,14295.904993,14295.904993
5807,14301.256181, 5.351688, 0.000000,-0.000000,14301.256181, 5.351688,4804.474823,14301.256181,14301.256181
5808,14306.608368, 5.352688, 0.000000,-0.000000,14306.608368, 5.352688,4805.474394,14306.608368,14306.608368
5809,14311.961556, 5.353688, 0.000000,-0.000000,14311.961556, 5.353688,4806.473965,14311.961556,14311.961556
5810,14317.315743, 5.354688, 0.000000,-0.000000,14317.315743, 5.354688,4807.473536,14317.315743,14317.315743
5811,14322.670931, 5.355688, 0.000000,-0.000000,14322.670931, 5.355688,4808.473107,14322.670931,14322.670931
5812,14328.027119, 5.356688, 0.000000,-0.000000,14328.027119, 5.356688,4809.472678,14328.027119,14328.027119
5813,14333.384306, 5.357688, 0.000000,-0.000000,14333.384306, 5.357688,4810.472249,14333.384306,14333.384306
5814,14338.742494, 5.358687, 0.000000,-0.000000,14338.742494, 5.358687,4811.471820,14338.742494,14338.742494
5815,14344.101681, 5.359687, 0.000000,-0.000000,14344.101681, 5.359687,4812.471391,14344.101681,14344.101681
5816,14349.461869, 5.360687, 0.000000,-0.000000,14349.461869, 5.360687,4813.470962,14349.461869,14349.461869
5817,14354.823056, 5.361687, 0.000000,-0.000000,14354.823056, 5.361687,4814.470533,14354.823056,14354.823056
5818,14360.185243, 5.362687, 0.000000,-0.000000,14360.185243, 5.362687,4815.470104,14360.185243,14360.185243
5819,14365.548431, 5.363687, 0.000000,-0.000000,14365.548431, 5.363687,4816.469675,14365.548431,14365.548431
5820,14370.912618, 5.364687, 0.000000,-0.000000,14370.912618, 5.364687,4817.469245,14370.912618,14370.912618
5821,14376.277805, 5.365687, 0.000000,-0.000000,14376.277805, 5.365687,4818.468816,14376.277805,14376.277805
5822,14381.643992, 5.366687, 0.000000,-0.000000,14381.643992, 5.366687,4819.468387,14381.643992,14381.643992
5823,14387.011179, 5.367687, 0.000000,-0.000000,14387.011179, 5.367687,4820.467958,14387.011179,14387.011179
5824,14392.379366, 5.368687, 0.000000,-0.000000,14392.379366, 5.368687,4821.467529,14392.379366,14392.379366
5825,14397.748553, 5.369687, 0.000000,-0.000000,14397.748553, 5.369687,4822.467100,14397.748553,14397.748553
5826,14403.118740, 5.370687, 0.000000,-0.000000,14403.118740, 5.370687,4823.466671,14403.118740,14403.118740
5827,14408.489927, 5.371687, 0.000000,-0.000000,14408.489927, 5.371687,4824.466242,14408.489927,14408.489927
5828,14413.862114, 5.372687, 0.000000,-0.000000,14413.862114, 5.372687,4825.465813,14413.862114,14413.862114
5829,14419.235300, 5.373687, 0.000000,-0.000000,14419.235300, 5.373687,4826.465384,14419.235300,14419.235300
5830,14424.609487, 5.374686, 0.000000,-0.000000,14424.609487, 5.374686,4827.464955,14424.609487,14424.609487
5831,14429.984673, 5.375686, 0.000000,-0.000000,14429.984673, 5.375686,4828.464526,14429.984673,14429.984673
5832,14435.360860, 5.376686, 0.000000,-0.000000,14435.360860, 5.376686,4829.464097,14435.360860,14435.360860
5833,14440.738046, 5.377686, 0.000000,-0.000000,14440.738046, 5.377686,4830.463668,14440.738046,14440.738046
5834,14446.116232, 5.378686, 0.000000,-0.000000,14446.116232, 5.378686,4831.463239,14446.116232,14446.116232
5835,14451.495418, 5.379686, 0.000000,-0.000000,14451.495418, 5.379686,4832.462810,14451.495418,14451.495418
5836,14456.875604, 5.380686, 0.000000,-0.000000,14456.875604, 5.380686,4833.462381,14456.875604,14456.875604
5837,14462.256790, 5.381686, 0.000000,-0.000000,14462.256790, 5.381686,4834.461951,14462.256790,14462.256790
5838,14467.638975, 5.382686, 0.000000,-0.000000,14467.638975, 5.382686,4835.461522,14467.638975,14467.638975
5839,14473.022161, 5.383686, 0.000000,-0.000000,14473.022161, 5.383686,4836.461093,14473.022161,14473.022161
5840,14478.406346, 5.384685, 0.000000,-0.000000,14478.406346, 5.384685,4837.460664,14478.406346,14478.406346
5841,14483.791532, 5.385685, 0.000000,-0.000000,14483.791532, 5.385685,4838.460235,14483.791532,14483.791532
5842,14489.177717, 5.386685, 0.000000,-0.000000,14489.177717, 5.386685,4839.459806,14489.177717,14489.177717
5843,14494.564902, 5.387685, 0.000000,-0.000000,14494.564902, 5.387685,4840.459377,14494.564902,14494.564902
5844,14499.953087, 5.388685, 0.000000,-0.000000,14499.953087, 5.388685,4841.458948,14499.953087,14499.953087
5845,14505.342272, 5.389685, 0.000000,-0.000000,14505.342272, 5.389685,4842.458519,14505.342272,14505.342272
5846,14510.732456, 5.390685, 0.000000,-0.000000,14510.732456, 5.390685,4843.458090,14510.732456,14510.732456
5847,14516.123641, 5.391684, 0.000000,-0.000000,14516.123641, 5.391684,4844.457661,14516.123641,14516.123641
5848,14521.515825, 5.392684, 0.000000,-0.000000,14521.515825, 5.392684,4845.457232,14521.515825,14521.515825
5849,14526.909009, 5.393684, 0.000000,-0.000000,14526.909009, 5.393684,4846.456803,14526.909009,14526.909009
5850,14532.303193, 5.394684, 0.000000,-0.000000,14532.303193, 5.394684,4847.456374,14532.303193,14532.303193
5851,14537.698377, 5.395684, 0.000000,-0.000000,14537.698377, 5.395684,4848.455945,14537.698377,14537.698377
5852,14543.094561, 5.396684, 0.000000,-0.000000,14543.094561, 5.396684,4849.455516,14543.094561,14543.094561
5853,14548.491744, 5.397683, 0.000000,-0.000000,14548.491744, 5.397683,4850.455087,14548.491744,14548.491744
5854,14553.889928, 5.398683, 0.000000,-0.000000,14553.889928, 5.398683,4851.454657,14553.889928,14553.889928
5855,14559.289111, 5.399683, 0.000000,-0.000000,14559.289111, 5.399683,4852.454228,14559.289111,14559.289111
5856,14564.689294, 5.400683, 0.000000,-0.000000,14564.689294, 5.400683,4853.453799,14564.689294,14564.689294
5857,14570.090477, 5.401683, 0.000000,-0.000000,14570.090477, 5.401683,4854.453370,14570.090477,14570.090477
5858,14575.492659, 5.402683, 0.000000,-0.000000,14575.492659, 5.402683,4855.452941,14575.492659,14575.492659
5859,14580.895842, 5.403682, 0.000000,-0.000000,14580.895842, 5.403682,4856.452512,14580.895842,14580.895842
5860,14586.300024, 5.404682, 0.000000,-0.000000,14586.300024, 5.404682,4857.452083,14586.300024,14586.300024
5861,14591.705206, 5.405682, 0.000000,-0.000000,14591.705206, 5.405682,4858.451654,14591.705206,14591.705206
5862,14597.111388, 5.406682, 0.000000,-0.000000,14597.111388, 5.406682,4859.451225,14597.111388,14597.111388
5863,14602.518570, 5.407682, 0.000000,-0.000000,14602.518570, 5.407682,4860.450796,14602.518570,14602.518570
5864,14607.926751, 5.408681, 0.000000,-0.000000,14607.926751, 5.408681,4861.450367,14607.926751,14607.926751
